,text,label
2437,Sir int vakukal ponnavatte,Fake
4634,ഇപ്പോഴെങ്കിലും ഒരു ഒറിജിനൽ ഉണ്ടാകാൻ ചൈനക് സാധിച്ചു <br>എന്ന് വേണം കരുതാൻ,Fake
5084,നിങ്ങൾ പറയുന്നത് മുഴുവനും ശരിയല്ല. ആധുനിക വൈദൃ ശാസ്ത്രം തോറ്റ പല രീതിയിലുള്ള ഉണങ്ങാത്ത വൃണങ്ങളും കേരളത്തിലെ വൈദൃന്മാർ പ്രകൃതിയിൽ നിന്നും കിട്ടുന്ന മരുന്നുകൊണ്ട് സുഖപ്പെടുത്തിയിട്ടുണ്ട്.. അവർ പറയുംബോഴേക്കും വാളെടുത്തു വെട്ടാതെ അവർക്കും ചികിൽസിക്കാൻ അവസരം നൽകുക. നമുക്കു നോക്കാലോ.....,Fake
1548,ട്രൂമ്പിനെ എല്ലാ ജിഹാദി സെക്യൂലർ ലിബറലുകളും കൂടി ഓതുക്കി,Fake
508,Sir the state goverments are blaming about the supply of vaccine.sir I appeal to  our honourable union finance minister to introduce acess on income tax and solve the pro blem.The state govt is started collecting money from public for the purchase of vaccine and giving publcity for politcal notication,Fake
2782,Its a weapon. കൊറോണ അവസാനിക്കരുത് എന്ന് ആഗ്രഹിക്കുന്ന ലോകത്തിലെ ചില സാമ്പത്തിക ശക്തികൾ ഉണ്ട്.കൊറോണ കൊണ്ട് ലോകത്തിലെ ആരുടെ ഒക്കെ സാമ്പത്തികസ്ഥിതി ആണ് മെച്ചപ്പെട്ടത് എന്ന് പരിശോധിക്കുന്നതും പഠിക്കുന്നതും  നന്നായിരിക്കും.ഇനിയും അവർ ലക്ഷ്യമിടുന്നത് അതുതന്നെയാണ്.,Fake
4264,ശരിക്കും ഇവർ കോമാളികളാണോ അതോ കോമാളികളായിട്ട് അഭിനയിക്കുവാണോ 🙄,original
2002,I strongly doubt corona is a clear scientific loot and murder for the part of world depopulation agenda,Fake
2342,ഇനി മുല്ലപെരിയാറും വെട്ടുക്കിളിയും ആയിരിക്കും 😥😭😭😭,Fake
3826,പാവം പ്രവാസി നാട്ടിൽ എത്തിയ പുറത്തു പോകരുത് എന്താലെ?,original
3795,ദൈവമേ ഇവന്മാരെ അങ്ങ് തീർത്തേക്,Fake
4859,Don&#39;t forget the Kit,original
2300,ചൈനക്കാരന്റെ ബുദ്ധി പിന്നെ ഇന്ത്യയെപ്പോലെയുള്ള രാജ്യങ്ങളെയും ലഷ്യം വച്ചുകാണും. ഇന്ത്യ സാമ്പത്തികമായും രാഷ്ട്രീയമായും തകർന്നാൽ അത് മുതലെടുക്കുവാൻ വേണ്ടി ഈ രാജ്യത്തു തന്നെയുള്ള മത രാഷ്ട്രീയ കക്ഷികൾ ശ്രമിക്കും എന്നുള്ളതും ഒരു സത്യം തന്നെ,Fake
3689,ബേബി സാർ തെറ്റ് ചെയ്തു. mask ഇടാൻ പാടില്ലായിരുന്നു. തിരുവാതിര കളിച്ചവർ ആയിരുന്നു ശരി. അവർ mask ധരിച്ചിട്ടില്ല,original
3037,നാറികൾ ഭരിക്കുകബോൾ ഇതൊക്കെ നടന്നില്ലെങ്കിലേ അത്ഭുദമുള്ളൂ...<br><br>നാളെ lockdown ആക്കിട്ട് പാവങ്ങളുടെ അന്നം മുടക്കും...<br>ശുഭം ❤️,original
4403,എൻ്റെ കൂടിനുകൊടുത്തവാക്ക് പാലിക്കാതിരിക്കാൻ എനിക്ക് കഴിയില്ല. മരണം സംഭവിക്കുന്നത് വിതിക്കപ്പെട്ടവർക്കാണ്. ഒരുവേളമര ണം തടഞ്ഞാലും. മറ്റൊരുരീതിയിൽ അവർ നഷ്ടപ്പെടും. ഇനിയും മരണങ്ങളുണ്ടാകും പ്രാർത്ഥന അതാണു രക്ഷ. ലോകജനം ഒന്നടങ്ങ് പ്രാർത്ഥിച്ചാൽ മരണം എന്നഅവസ്ഥയുടെ മൂർച്ചകുറയും. പ്രാത്ഥനനടക്കട്ടെ. !,Fake
1248,മറ്റുപണികൾ നല്ല ത്,Fake
854,ഒറ്റപ്പെട്ട സംഭവമാണ്,original
694,ഇതൊക്കെ പൊതുജനത്തിന്... ഞമ്മന്റെ പാർട്ടിക്ക് ഇതൊന്നും ബാധകമല്ല.. എന്ന് ചീപ്പിയെം 🤣🤣🤣🤣,original
853,കാരണഭൂതൻ കാല് കുത്തിയതേ ഉള്ളൂ. അമേരിക്കയിൽ സുനാമി ആയി,original
388,Made In China...!!,Fake
1857,"കേരളത്തിലെ ജനങ്ങൾക്ക് നടക്കാത്ത പ്രഖ്യാപനങ്ങളും, സുഖിപ്പിരും, നല്ല ഉളുപ്പില്ലാത്ത തള്ളുകളും കേൾക്കുമ്പോൾ എന്തെന്ന് ഇല്ലാത്ത സുഖമാണ്. വിദ്യാഭ്യാസവും അറിവും കൂടിയപ്പോൾ പോട്ടൻമരൈപ്പോയി.",original
4776,NISHAANTH ANCHOR VERE LEVEL 🙏😄😂🇮🇳💯💯🇮🇳🎖️,original
4330,ആശാൻ പിടിച്ചു നില്കുന്നത് പരസ്യത്തിന്റെ പുറത്താണ് ഇനിയും നല്ലവണ്ണം വാഴ്ത്തിപാട് 😏😡😡,original
1627,കേരളം 35 കൊല്ലം ഭരിക്കുന്നത് ഞങ്ങൾ ആണ് ഇഷ്ടം ഉള്ളവർ നിന്നാൽ മതി കിറ്റ് തരുന്നുകേട്ടോ,original
4714,കൊറോണ മെയ്  2021മാസത്തിൽ പോകും കസേര വിട്ടു,Fake
1560,"Foreigners should be keep seven days quarantine - But, we the Party will do what we want. Best Party. Shee Jinping Zindabad!!!",original
990,Ldf gov alle agane thanne avum 😆😆😆🤭🤭🤭🤭🤭😷😷😷 evide????????,original
2317,ചൈന മാത്രം അല്ല സർ ഇതിന്റെ പിന്നിൽ.. They are also a part of it but not ചൈന only<br>It&#39;s a part of well planned അജണ്ട,Fake
528,ആ തിരുവാതിരകാര്‍ mask ധരിച്ച് എങ്കിലും കളിക്കാമായിരുന്നു.... വല്ലാത്ത ഒരു ചെയ്ത്തതായിപോയി .😂🙄🤐,original
2797,Ethoru Nanakkedanu Ithu........... Janangalkku Mathrika Avendavarthanne...... Thonniyapole Nadakkunnu🙄🙄🙄,original
295,ചങ്കിലെ ചൈന എന്ന ഒരു പുസ്തകം എഴുതിയ ഒരു കൂട്ടുകാരി എനിക്കും ഉണ്ടാരുന്നു. ഇപ്പോൾ എവിടാണെന്ന് ഒരു പിടിയും ഇല്ല. 🤣,Fake
1982,"Oru mazhayum.thoradirunnittilla, oru kattum Adangathirunnittilla, Dear Saja.late aaittanengilum mansilayallo.",Fake
991,എന്തോന്നടേ ഇത് . സത്യം പറഞ്ഞാലും തെറിയോ ? അംഗീകരിക്കാൻ മനസ്സില്ലെങ്കിൽ വിട്ടുകളയണം. എല്ലാം criticize ചെയ്യുന്ന ഈ മലയാളിയുടെ മനോഭാവം എന്ന് മാറുന്നുവോ അന്നേ നമ്മൾ ഗുണം പിടിക്കു . ഇത്രയും possitive Msg തന്നതിന് a big clap,Fake
3909,Thiruvathirayude puthiya vakabhetham?,original
2784,മനുഷ്യന്റെ ഒരു കാര്യം 😀😀,Fake
3015,Low class.. low standard.. govrt...vote cheyyan pottanmarum,original
1692,bakki kaananulla thrani enikkilla,original
3580,"ആരോഗ്യ മന്ത്രിയും ഈ പാർട്ടിയുടെ പരിപാടിയോക്കെ കണ്ടിട്ടാണോ തള്ളുന്നത്. ഉളുപ്പു എന്നു കേട്ടിട്ടുണ്ടോ, കൂട്ടം കൂടരുത്, മാസ്‌ക്ക്‌, സാമൂഹിക അകലം....തള്ളു തള്ളു....ഇതിനെയൊക്കെ ചുമക്കുന്ന മലയാളികളെ പറഞ്ഞാൽ മതി.",original
1411,ചൈനയിൽ ചൈനീസ് കൊറോണ ഇറക്കി. Qulality ഇല്ലാത്ത ചൈനയുടെ സാധനം.. <br>But യൂറോപ്പിൽ ഇറക്കിയത്  ബ്രാൻഡഡ് കൊറോണ. യൂറോപ്യൻ സ്റ്റാൻഡേർഡ് ക്വാളിറ്റി.,Fake
2552,Kalakitto,original
2428,E kammitheettanglode endu preyan lokha viddikal erattatape ane evaruda main janam kazhuthakal,original
198,കള്ളൻ കപ്പലിൽ തന്നെ എന്ന ചൊല്ല് കേട്ടിട്ടുണ്ട്. ചൈനയല്ലേ ഈ രോഗാണുവിനെ വികസിപ്പിച്ചത്. അതിനുള്ള  പ്രതിവിധി യും അവർ തന്നെ കണ്ടെത്തട്ടെ. ജെനസംഖ്യ  കുറക്കാൻ ചെയ്തതോ . അതോ മനഃപൂർവം ലോക ജനത യെ  നശിപ്പിക്കാൻ  ഇറക്കിയതോ?   ആർക്കറിയാം.,Fake
4763,"Uneducated &amp; hopeless leaders!!! Had a hope with COVID, to clear/expire all these party leaders... But...",original
1067,Ldf run from india go to cuba,original
1534,"Sir, super program....ithokke kandenkilum upadheshtakkkalkku thiricharivundakatte......",original
3395,കഷ്ട്ടം തന്നെ മൊതലാളീ കഷ്ട്ടം 🤣,original
2642,"ഞാൻ ഈ പാർട്ടിക്കാരനാണെന്നു പറയാൻ തന്നെ നാണമാകുന്നു. ലോകമെങ്ങും ഒ മൈക്രോൺ ഭീഷണി നേരിടുന്നതിനായി സാമൂഹ്യ അകലം പാലിക്കണം., മാസ്ക് ധരിക്കണം എന്നൊക്കെ സമൂഹത്തിന് നല്ല മെസ്സേജ് നൽകേണ്ട സമയത്തുതന്നെ വേണം ഇങ്ങനെയൊക്കെ .<br>നാണമില്ലല്ലോ .... ബുദ്ധിയുള്ള ആരും ഈ പാർട്ടിയിൽ ശേഷിക്കാതായിപ്പോയോ ?",original
3683,കൺഫ്യൂഷനായല്ലോ ?,Fake
4427,Secret sookkshikkunna rajyangal.....ellaam thurannu parayunna raajyangal.<br>Korona kazhiyumpol arokke thakarnnu arokke nilaninnu ennu nokkam. Appol ariyam korona evidence undu illa ennokke.,Fake
4541,2ദിവസം കൂടി കഴിഞ്ഞാൽ എല്ലാവർക്കും കൂടി വീട്ടിൽ ഇരുന്നു തിരുവാതിര കളിക്കാം. 😂😂😂,original
3232,"<a href=""https://www.youtube.com/watch?v=-8LwRb0DGmw&amp;t=3m30s"">3:30</a> ചൈന പരീക്ഷിച്ചു പരീക്ഷിച്ചു ഇതിപ്പോ ഇങ്ങനെ ആയി",Fake
3002,ആത്മീയത പോലും വെറും പ്രകടനമാവുകയാണ്. സാമാന്യ ബുദ്ധിയ്ക്ക് ക്ഷാമം അനുഭവിക്കുന്ന ആത്മീയ ആചാര്യൻമാർ തന്നെ ഇതിന് കാരണം,Fake
4545,വിജയാ രായാവേ.. രക്ഷിക്കൂ രായവേ,original
5073,"ഇന്ത്യ വാക്സിൻ കണ്ടു പിടിച്ചഗിൽ അത് 100 വെട്ടം ചിന്ദിച്ചിടട്ടെ എടുകവുള്  🙏 കാരണം മനുഷ്യ ജീവന് ഒരു വിലയും ഇല്ലാത്ത രാജ്ജിം, ഇങ്ങനെ ഉള്ള അവസരങ്ങൾ വലിയ ബിസിനസ്‌ ആയി കാണുന്ന മനുഷ്യർ.",Fake
4360,Nhaan marunadan subscribe aanu..l like ur presentation..nishpakshamaanu,Fake
1825,Dj party mati thiruvthira akiyal mathi 😂😂,original
3814,Alla mashe .thalli vidala alle .russia   il corona ille ..inne vare report cheythath .1534 cases .8 deth. today  240 new case,Fake
2394,Excellent,Fake
324,രാജാവ് nagnananu. എന്ന് പറഞ്ഞ കുട്ടി യാണ് നിങ്ങൾ,Fake
2314,ആശ്വാസം !,Fake
5037,ഇവരുടെ ഒന്നും തലയിൽ ഒന്നുമില്ലേ!,original
3117,തെണ്ടികൾ എന്നും തെണ്ടികൾ എന്ന് വീണ്ടും തെളിഞ്ഞിരിക്കുന്നു,original
1661,Awsome presentation❤️,Fake
2334,മരണാനന്തരചടങ്ങ് 50 പേർക്ക് <br> വിവാഹം 50 പേർക്ക്<br> പൊതുസ്ഥലങ്ങളിൽ 5 പേർ<br> സാമൂഹിക അകലം പാലിക്കുക<br> കേരളത്തിലെ രാഷ്ട്രീയ പാർട്ടികൾക്ക് ഇതൊന്നും ബാധകമല്ല,original
341,"<a href=""http://www.youtube.com/results?search_query=%23boycottchina"">#boycottchina</a>",Fake
5013,"WHO is on payroll of china , that is why Wuhan virus is renamed as Covid19. Involment Wuhan virus lab in the production of this virus may be dubious but almost a certainty as they have kept span of time ,  to spread the pandemic , in silence. Their imperialistic greed was behind this pademic , they failed upto to a limit because of the invention vaccine early which was beyond their expectation.",Fake
3942,ബീജയണ്ണൻ വാഴും കാലം,original
2531,"തിരുവാതിര 500 പേർ കല്യാണത്തിന് 50 പേർ ,കല്യാണവീട്ടിൽതിരുവാതിര വെച്ചാൽ മതി 550പേർക്ക് പങ്കെടുക്കാം",original
192,India yude sambathikam enthavum,Fake
3679,ഈ പൊളിറ്റിക്കല്‍ ലീഡര്‍മാര്‍ക്ക് വരുന്ന covidന് ഒരു ശക്തിയും ഇല്ലല്ലോ? അതോ അവര്‍ക്ക് covid വന്നു എന്ന് വരുത്തി എതിർ അണികള്‍ക്ക് സന്തോഷം പകരുകയാണോ? അതോ അത്രയും ദിവസം ശല്യം ഇല്ലാതെ അടുത്ത പരുപാടി പ്ലാന്‍ ചെയ്യാന്‍ ആണോ ഈ നേതാക്കള്‍ covid പിടിച്ചു എന്ന് പറഞ്ഞു മാളത്തില്‍ കയറുന്നത്? SPB ഒക്കെ എന്ത് പ്രയാസങ്ങള്‍ അനുഭവിച്ചു...,Fake
4656,Cpm പരിപാടിയിൽ കൊറോണയോ ഓമിക്രോണോ വരില്ല. അത് അറിയില്ലേ? 🤔,original
3874,നമ്മൾ പ്രവാസികൾക്കു വേണ്ടി താങ്കൾ എങ്കിലും സംസാരിച്ചല്ലോ.. സന്തോഷം,original
1549,"ചൈനയും, അമേരിക്കയും തമ്മിൽ വാണിയനും, വാണിയത്തിയും കളിക്കുകയാണോ..നമ്മുടെ മാർക്സിസ്റ്റ്‌ പാർട്ടിയും, ബിജെപിയും തമ്മിലുള്ള കളി പോലെ?!😱😨😈",Fake
1058,Superpower China,Fake
2485,സൂപ്പർ,Fake
2462,ധീരജിന്റെ കൊലപാതകം ഇങ്ങനെ ആഘോഷിക്കണ്ടായിരുന്നു.ഇത്ര അല്പനാണോ പിണറായി 🌹,original
2349,Welcome to uae madam,original
2455,കോമാളികളെ തെരഞ്ഞെടുത്തിട്ട് മോങ്ങിയിട്ട് എന്ത് കാര്യം? അനുഭവിക്കുക!,original
2301,ഇത്രയും നാണംകെട്ട ആരോഗ്യമന്ത്രി കേരളത്തിന് അപമാനമാണ്,original
3387,ഭയം വേണ്ടാ ജാഗ്രത മാത്രം മതി ഈ തിരുവാതിര കളിയിൽ ഒരാളുടെ കുറവുണ്ട് വീണ്ണാ എന്നാലും നമ്മൾ രക്ഷപെട്ടു കോറോണയെ തിരുവാതിര കളിച്ചു ഓടിച്ച പിണുങ്ങാണ്ടി ഗ്രൂപ്പിന് ഒരായിരം ലാൽസലാം ടെ നമ്മളുടെ നാടകം വീണ്ടും പരാജയം,original
2133,"കേരളത്തിൽ ഇടതുപക്ഷം നിലനിൽപ്പിന്  <br>ജനങ്ങളെ കൈയ്യിൽ എടുക്കണം. അതിന് വേണ്ടി തയ്യാർ എടുത്ത് ഉണ്ടാക്കിയ ഒരു ഉപാധി ആണ് ഈ പരിപാടി. <br>ചൈനയക് ഇതിൽ നല്ല ഒരു സുഹൃത്തിന്റെ കടമയാണെന്ന് പറയാത് തന്നെ ഏവർക്കും അറിയാം. <br>തന്നതാൻ നല്ലവൻ എന്ന് വരുത്തി തീർക്കുക ,ഇത് വിളിച്ചു പറയാൻ സിൽബഥികളെ നകാപിച കൊടുത്ത് നിർത്തിയിരിക്കുകയാണ്.",Fake
3577,ജിഹാദികൾ ദൗത്യം നിറവേറ്റുന്നു.,Fake
2110,Poli super,original
2993,nunachanal.marunadan,Fake
4560,Vera paniyonnumille...thiruvathira mangatholi,original
4424,ഇതെല്ലാം കാണുന്ന പാവം പ്രവാസി 😒,original
18,Ellaam vegam  Nalla health aayi Lokathile sakala jeevajaalangalum Nalla nilayil vegam varaname 😙😗,Fake
4773,പ്രമുഖന്റെ കല്യാണത്തിന് എത്ര ആൾ ആയാലും. ആരുംകാണില്ല.. പാവപെട്ടവന്റെ കല്യണത്തിന് അൻപതു പേര്.... സഖാക്കളുടെ പാർട്ടി പരിപാടിക്ക് അഞ്ഞുറു പേര്.. പാലം ഉത്ഘാടനത്തിന് അയ്യായിരം പേര്. ഇത് എന്ത് നിതി ആണ്എവിടുത്തെ നിതി സർക്കാരെ...,original
3965,ആരോഗ്യമന്ത്രിക്ക് ഉളുപ്പ് എന്ന് പറഞ്ഞ ഒരു സാദനം ആലപ്പെങ്കിലും ഉണ്ടോ എങ്കിൽ ആദ്യം പാർട്ടി സമ്മേളനങ്ങളും ഉൽഘാടനമാമാങ്കങ്ങളും ഇല്ലാതാക്കാൻ നോക്ക് എന്നിട്ട് വന്ന് ഡയലോഗ് അടിക്ക്,original
3983,വീണ്ടും ജയിപ്പിച്ചു വിട്ടതിനുള്ള ഉപകാരസ്മരണ,original
2979,ഒലക്ക,original
2949,ithoke purathaaayathoke nallath thanne...kandath kondum manassilaakiyath kondonnu oru kaaryavumillaa....anagendavar kayyum ketti nooki nikkuka thanne cheyyum......thanik vannaalallaathe aaarku oru maatvm indaavilla(thalapathirikunnavar),Fake
4276,"Yes, exactly....something is very fishy.",Fake
2427,അഴിമതിയിൽ  മുങ്ങിയ പിനുവിന് പിനുവാതിരാ  നടത്താതെ  പിന്നെ എന്ത് ചെയ്യും,original
4890,Oru maha kunaravathira.kunavathira specialistanu  baby kuttan,original
2618,"these type of allegations were there before election also, we saw what happened, people of kerala is with ldf, no matter how much media syndicate try we people will vote for ldf only.",original
3112,ഉതുപ്റ്റ്റ്റ്റ്റ്റ്റ്റ്റ്റ്റ്റ്റ്യൂട്ട്മമ്മ്മ്മ്മ് nbg,original
882,"അടുത്തതായി ഒപ്പനയും മാർഗം കളിയും കൂടി നടത്തി മതേതരത്വം കാത്തു സൂക്ഷിക്കുകയും, കൊറോണ യെ തുരത്തുകയും വേണ്ടതാണ്",original
976,Thiruvathira kalichu covidina varavellakuva 🤣🤣🤣,original
77,ഇനി ഉരടച്ചു പുട്ടൽ വേണ്ട പൊന്നു സർക്കാർ ഞങ്ങൾക്കും ജീവിക്കണം,original
3290,മറുനാടൻ പറയുന്നതുകൊണ്ട് വിശ്വസിക്കാൻ ബുദ്ധിമുട്ടാണ്,Fake
4355,സിപിഎം സമ്മേളനം കഴിഞ്ഞാൽ ഉടനെ കേരളത്തിൽ ലോക്‌ഡോൺ ഉണ്ടാരിക്കുന്നത് ആണ്,original
201,The truth can not be concealed for a long long time...  Modern medicine does not have an answer to this Virus phenomena but when someone say something such a long time consistently they should at least listen and try to understand what they have to say.  It is humane.. There are a lot of to understand which is not even can&#39;t understand for most of us...,Fake
1621,എല്ലാ ലാബിനെയും തകർക്കേണ്ട സമയമായി,Fake
2252,തിരുവാതിരകളി നല്ലൊരു കലയാണ് MA ബേബിയുടെ ആസ്വാദനം ഒന്ന് കാണണ്ടതു തന്നെ!!,original
4169,മുത്തുമണി ആണ് നിങ്ങൾ 🙏🏻🙏🏻 നിഷാന്ത് ചേട്ട,original
1160,Pakhippane varumpol evattakalee kuuttathode kathikkunna pole.evattakale enthe kathikkathathu.pakhikal kodathiyil pokano ene,original
1628,Hope so,Fake
736,ഞമ്മളെ കേരളം ഞമ്മളെ മന്ത്രി 😂😂😂😂😂😂,original
2638,സിപിഎം ന്റെ കൂടെ കൂടി വീണക്കും ബുന്ദി പോയി എന്നാൽ ജോർജ് ഏട്ടൻ ഒന്ന് പറഞ്ഞു മനസിലാക്കി കൂടെ ഇതിനെ യൊക്കെ കേരളം മൊത്തം പാർട്ടി കൊടിയേ ഉള്ളു നടക്കട്ടെ കോവിഡ് അല്ലാ ഒമിക്രോൺ ഞങ്ങള് സമ്മേളനം വിടൂല മക്കളെ. ബിജെപി സങ്കികൾ ഒരുഭാഗത്തു കോവിഡ് പരത്തി ഇപ്പോൾ സിപിഎം കാരും ഇനി ബാക്കി sdpi കാരും കോൺഗ്രസ്‌ കാരും കൂടി പൊതുയോഗം വെച്ചാൽ സുഖം കേരളം കിറ്റ് റെഡിയാക്കിയോ സകാക്കളെ കൊടുക്കാൻ ആ പേരിൽ കുറച്ചു വോട്ട് കൂടി കിട്ടും പാവപെട്ട കിളവികളെയും പെണ്ണുങ്ങളയും പറ്റിച്ചു വോട്ട് നേടാം,original
4021,Trump crct ayirunnu  paranjath,Fake
280,അതുകൊണ്ട് അതവസാനിപ്പിച്ചാലും പിന്നെയും വേറെ virous ഉണ്ടായിക്കൊണ്ടിരിക്കും,Fake
2872,കൊറോണ നാട്ടിൽ കൂടുക ആണല്ലോ ഇവറ്റകളുടെ ലക്ഷ്യം...,original
2502,"Even though modern medicine has given invaluable contribution to the human health field, there is definitely a very strong lobby with vested interest which does not miss a chance to tarnish other medical fields.  It is this lobby&#39;s contribution to show use of &quot;Tulasi&quot; will result in shrinking of testicles in males and shrinking of ovary in females.",Fake
5035,"No 1 Kerala, Kerala Model",original
4981,ഉടുതുണി ഇല്ലാതെ ലക്ഷങ്ങൾ റോഡിൽ കൂടി സുനയും കാണിച്ചു നടക്കുന്നതിനെ പ്രാകൃതം എന്നല്ല പറയേണ്ടത്.. അതുക്കും മേലെ...,Fake
981,ചരിത്രം സാക്ഷിയാണ്!  പ്രതിവിധികളൊന്നും കണ്ടെത്തിയിട്ടില്ലാത്ത മഹാമാരികൾ പണ്ട് വന്നത് പോലെ തിരിച്ചു പോയിട്ടുണ്ട്.  അത് പ്രകൃതി നിയമമാണ്.  ഏത് മഹാമാരിയായാലും അതിന് നിലനില്ക്കാൻ കഴിയുന്ന ഒരു പരിധിയുണ്ട്.  അത് വരെ അത് താണ്ഡവമാടും! അവധിയെത്തിയാൽ അതിന്റെ വീര്യം നശിച്ച് മാളത്തിലേക്ക് വലിയുന്ന പാമ്പിനെപ്പോലെ അപ്രത്യക്ഷമാകും!  ഷാജൻ ചൂണ്ടിക്കാണിച്ചത് വാലിഡ് എക്സാംപിൾസ് ആണ്.  വൈറസ്  മടക്കത്തിനുള്ള കാരണം ചൂണ്ടിക്കാട്ടാൻ കഴിഞ്ഞില്ലെന്ന് മാത്രം!,Fake
2691,MR SHAJAN SACCARIA*<b>*WHY YOU ARE SILENT ABOUT *ONE INDIA ONE PENSION MOVEMENT***HAVE YOU NOT HEARD ABOUT IT***I DOUBT YOUR IMPARTIALITY ***ANY VESTED INTEREST***I AM NOT VIEWING ASIANET*MANORAMA VISION*AND I AM GOING TO STOP MANORAMA NEWS PAPER SUBSCRIPTION**</b>,Fake
887,6-7 വർഷം കൊണ്ട് നടത്തേണ്ട Clinical trial കഴിയാത്ത vaccine എടുക്കാൻ തലക്ക് ഓളമൊന്നുമില്ല. <br>പണ്ട് ഇതുപോലെ  polio യ്ക്ക്  vccine എടുത്ത് കയ്യും കാലും തളന്നു പോയ ഒരുപാട് ആൾകാർ ഇപ്പോഴും ജീവനോടെ ഉണ്ടെന്ന് ഓർക്കുന്നത് നല്ലതാണ്,Fake
5075,നമ്മുടെ ജൈവ പച്ചക്കറി കൃഷി മന്ത്രി സുനിൽ ഇവന്മാരുടെ ഒരു ആരാധകനും ഇവന്മാരെപോലെ ചന്തിക്കുന്നവനും ആണ്.,Fake
1707,👈👈👈തിരുവാതിര ട്രോൾ കാണാൻ കേറി വാ 😂😂,original
5009,കൊറോണ എന്ന പുതിയ പകർച്ച വ്യാധി ഏതെങ്കിലും തരത്തിൽ രോഗികളായിരുന്നവരെയും ആരോഗ്യം തീരെ കുറഞ്ഞവരെയും കൊന്നൊടുക്കുന്ന ഒരു വൈറസ് ആയിരുന്നു എന്ന് വേണം കരുതാൻ. പക്ഷെ ഇതൊന്നും ഇല്ലാതിരുന്ന ഒരാൾ  ആരോഗ്യം ഉണ്ടെന്നു പ്രഥമ ദൃഷ്ട്യാ തോന്നിയിരുന്നവർക്കു  പ്രതിരോഗ ശക്തി വളരെ കുറവായിരുന്നതിന്റെ പേരിലും മരണപ്പെട്ടു. ഇനി കോറോണേയെക്കാൾ മാരകമായ പ്രഹര ശേഷിയുള്ള വൈറസ് മാത്രമേ അതിജീവിച്ചവർക്കു പേടിക്കേണ്ടതുള്ളൂ എന്ന് കരുതാം. പക്ഷെ ആരോഗ്യം നിലനിർത്താൻ അതുള്ളവർ ശ്രെദ്ധിക്കണം .,Fake
1481,രക്തസാക്ഷി സെലിബ്രേഷൻ....CPM TVM തിരുവാതിര,original
4278,ചൈന താലിബാൻ്റെ ചീത്തപ്പേര് മറികടക്കും,Fake
4000,"ഒന്നര വർഷമായിരുന്നൂ നിരങ്ങുന്നെൻ പുരയിലേ ചാരുകസേരയിൽ ........,..",Fake
4331,"ഇന്ത്യയിൽ ഇതു ചാണക,  ഗോ മൂത്ര ചികിത്സ കൊണ്ടു തുടച്ചു നീക്കി ലോകത്തെ അത്ഭുത പെടുത്താം!!",Fake
3848,ഇതിൻറെ പുറകിൽ പൈസ മുഴുവൻ അടിച്ചുമാറ്റി,original
1576,ഉള്ളപ് ഇല്ലാത്ത തൊലിക്കട്ടി ഉള്ളവർ ഇതൊക്കെ nyeekarikkum,original
1528,Loka janathaye muzhuvanum drohicha aaa naarikalkethire nadapadi edukanam. Onnalla athilnkooduthal virus padarnnu kondirikukayanu... Iniyum ath koodan chance und. Iniyum . Nadapadi eduthillenkil sahajaryam mosham akum.. 🙏,Fake
2435,Communism ennu paranjal valya thinma Anu ethu thirichu ariyan lokathinu kaziyate...communism ethinte ulkambu valya thinma Anu..purame sugar coating..,Fake
4591,കോൽ കളിക്കുപറ്റിയ സഖാ ക്കൾ ഉണ്ടല്ലോ ഒരുകോൽകളി കൂടി ഉണ്ടായിരുന്നു എങ്കിൽ ബഹുജോർ,original
2713,Eee myyrr anganankilummm pooyamathii,Fake
1968,കോപ്പിലെ പാർട്ടി,original
1386,America itraum nal entha mindathirunnathe.ellarum chinthichit undaum india theerunnengil theerate ennu.kollam.ellam kazhiumbol purath paraum.,Fake
1230,That may be true. But America has an obligation to come out clean regarding its innocence about its own biological weapons.,Fake
3033,Malam TV kittunna pole ullanewskal marunadan mayirinum kittum,Fake
1842,സകരിയ നീ അങ്ങനെ പറയരുത്. നീ സംഗികളുടെ  സ്വന്തം ആള ല്ലെ,Fake
3775,തീര്ച്ചയായും ചൈന ഉണ്ടാക്കിയ വൈറസ് ആണ് അവർ ഉദ്ദേശിക്കുന്ന രാജ്യം നോക്കി പണി കൊടുത്ത താണ്. 100ശതമാനം thu ശെരിയാണ്,Fake
4358,Sir. കൊറോണ  പോയാലും  നമ്മുടെ  ക്രൂരത  പോയില്ലല്ലോ,Fake
1570,Naaayinte മക്കൾ,Fake
2189,Nalla background score anu avarku koduthirikkunnath.. Thandhayillatharathinte gunam kananund asianet nayinte makkale,Fake
4822,Ithu munnu pathram adikan paranja pole aayallo,original
672,ബിയോളജിക്കൽ ആയുധങ്ങൾ... അമേരിക്ക തുടങ്ങിവെച്ച ഒരു യുദ്ധമുറ ചൈന ഭംഗി ആയി കോപ്പി അടിച്ചു.. അത്ര തന്നെ..,Fake
2847,എന്തുട്ട് മനുഷ്യർ ആണോ 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Fake
1367,ഒരുത്തനെ കൊലക്ക് കൊടുത്ത് നാട്ടിൽ കലാപവും തിരുവാതിരക്കളിയും നടത്താൻ ഈ പാർട്ടിയുടെ പ്രത്യേകത,original
